storage-0,"Samsung 990 Pro 2TB NVMe",storage,16999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":2000,""read_speed"":7450}",2025-11-30T10:00:00Z
storage-1,"WD Black SN850X 2TB NVMe",storage,14999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":2000,""read_speed"":7300}",2025-11-30T10:00:00Z
storage-2,"Crucial T700 1TB Gen5 NVMe",storage,17999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":11700}",2025-11-30T10:00:00Z
storage-3,"Kingston KC3000 1TB NVMe",storage,8500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":7000}",2025-11-30T10:00:00Z
storage-4,"WD Blue SN580 1TB NVMe",storage,5500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":4150}",2025-11-30T10:00:00Z
storage-5,"Crucial P3 Plus 1TB NVMe",storage,5200,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":5000}",2025-11-30T10:00:00Z
storage-6,"Samsung 980 500GB NVMe",storage,3999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":500,""read_speed"":3500}",2025-11-30T10:00:00Z
storage-7,"Seagate FireCuda 530 1TB NVMe",storage,9500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":7300}",2025-11-30T10:00:00Z
storage-8,"WD Black SN770 1TB NVMe",storage,6500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":5150}",2025-11-30T10:00:00Z
storage-9,"Adata XPG Gammix S70 Blade 1TB",storage,7200,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":7400}",2025-11-30T10:00:00Z
storage-10,"WD Blue SN570 500GB NVMe",storage,3200,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":500,""read_speed"":3500}",2025-11-30T10:00:00Z
storage-11,"Seagate Barracuda Q5 500GB NVMe",storage,2999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":500,""read_speed"":2400}",2025-11-30T10:00:00Z
storage-12,"WD Green SN350 1TB NVMe",storage,4800,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=STORAGE","{""type"":""NVMe M.2"",""capacity"":1000,""read_speed"":3200}",2025-11-30T10:00:00Z
psu-0,"Corsair RM1000e 1000W ATX 3.0",psu,15500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":1000,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
psu-1,"MSI MPG A1000G PCIE5 1000W",psu,16500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":1000,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
psu-2,"Deepcool PQ1000M 1000W",psu,11999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":1000,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
psu-3,"Corsair RM850e 850W ATX 3.0",psu,10999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":850,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
psu-4,"Cooler Master MWE Gold 850 V2",psu,9500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":850,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
psu-5,"MSI MAG A750GL PCIE5 750W",psu,7999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":750,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
psu-6,"Deepcool PM750D 750W",psu,5999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":750,""efficiency"":""80+ Gold"",""modular"":""Non""}",2025-11-30T10:00:00Z
psu-7,"Ant Esports FP750B 750W Bronze",psu,3999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":750,""efficiency"":""80+ Bronze"",""modular"":""Non""}",2025-11-30T10:00:00Z
psu-8,"Gigabyte P750GM 750W Gold",psu,6500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=PSU","{""wattage"":750,""efficiency"":""80+ Gold"",""modular"":""Full""}",2025-11-30T10:00:00Z
case-0,"Lian Li O11 Dynamic Evo",case,13999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":422,""max_cpu_cooler_height"":167,""radiator_support"":""360,280""}",2025-11-30T10:00:00Z
case-1,"NZXT H9 Flow",case,15999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":435,""max_cpu_cooler_height"":165,""radiator_support"":""360,280""}",2025-11-30T10:00:00Z
case-2,"Corsair 4000D Airflow",case,6999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":360,""max_cpu_cooler_height"":170,""radiator_support"":""360,280""}",2025-11-30T10:00:00Z
case-3,"Lian Li Lancool 216",case,7999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":392,""max_cpu_cooler_height"":180,""radiator_support"":""360,280""}",2025-11-30T10:00:00Z
case-4,"Deepcool CH560 Digital",case,8999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":380,""max_cpu_cooler_height"":175,""radiator_support"":""360""}",2025-11-30T10:00:00Z
case-5,"Fractal Design North",case,14500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":355,""max_cpu_cooler_height"":170,""radiator_support"":""360,240""}",2025-11-30T10:00:00Z
case-6,"Montech Air 903 Max",case,6500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":400,""max_cpu_cooler_height"":180,""radiator_support"":""360""}",2025-11-30T10:00:00Z
case-7,"Ant Esports ICE-100",case,3500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""ATX"",""max_gpu_length"":320,""max_cpu_cooler_height"":160,""radiator_support"":""240""}",2025-11-30T10:00:00Z
case-8,"Ant Esports ICE-511MT",case,4500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=CASE","{""form_factor"":""E-ATX"",""max_gpu_length"":360,""max_cpu_cooler_height"":165,""radiator_support"":""360""}",2025-11-30T10:00:00Z
